fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
2014-08-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,0","0,0","18,0",05:50,"29,9",14:50,30.0,"3,9","9,4",17:00,"952,2",09,"950,3",18
2014-08-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,6","0,0","14,4",05:30,"32,9",14:30,26.0,"3,1","12,5",13:00,"953,5",24,"951,1",Varias
2014-08-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,4","0,0","16,7",05:40,"34,2",14:10,32.0,"2,2","9,2",15:50,"954,7",10,"951,8",19
2014-08-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,6","0,0","17,3",05:40,"35,9",15:30,10.0,"0,8","7,2",15:50,"954,5",09,"951,7",19
2014-08-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,8","0,0","19,6",05:40,"35,9",15:30,15.0,"2,5","11,1",13:50,"953,7",07,"947,8",23
2014-08-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,6","0,0","20,6",05:30,"34,6",14:50,21.0,"3,9","11,4",12:20,"949,3",07,"947,2",18
2014-08-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,4","0,0","17,4",05:50,"33,4",14:50,30.0,"2,8","12,5",18:40,"952,6",23,"949,1",01
2014-08-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,6","0,0","15,4",05:40,"31,8",15:40,30.0,"3,3","9,7",14:00,"953,8",10,"951,9",15
2014-08-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,0","0,0","16,8",05:50,"33,2",15:20,25.0,"2,8","10,3",15:00,"953,4",10,"949,8",Varias
2014-08-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,4","0,0","15,9",05:20,"30,9",14:40,33.0,"3,3","10,0",16:10,"953,6",24,"951,2",18
2014-08-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,4","0,0","16,0",05:50,"32,9",16:10,28.0,"2,2","7,8",16:40,"955,0",Varias,"952,3",19
2014-08-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,4","0,0","16,2",05:40,"34,7",15:50,24.0,"1,9","7,2",13:50,"956,0",10,"952,7",18
2014-08-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,5","0,0","16,6",05:50,"36,4",16:10,28.0,"1,9","9,4",16:20,"955,5",10,"951,4",18
2014-08-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,2","0,0","17,8",05:40,"34,5",15:40,35.0,"3,9","11,1",13:00,"954,2",10,"952,0",18
2014-08-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,9","0,0","19,8",04:30,"36,0",15:00,35.0,"1,7","9,2",15:30,"954,2",10,"951,7",17
2014-08-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,0","0,0","19,2",05:20,"36,7",14:40,24.0,"3,6","13,1",14:40,"953,9",08,"951,6",18
2014-08-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,6","0,0","19,0",05:30,"34,1",14:50,29.0,"2,2","10,8",01:10,"954,0",08,"950,6",18
2014-08-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,,,,,,,"1,9",,,,,,
2014-08-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,2","0,0","18,4",06:00,"36,1",16:20,26.0,"1,4","6,9",16:30,"953,7",10,"950,4",17
2014-09-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,,,,,,,"0,8",,,,,,
2014-09-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,"0,0",,,,,,"3,1",,,,,,
2014-09-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,4","0,0","18,4",05:50,"34,3",14:10,26.0,"3,3","8,6",15:30,"951,5",10,"948,4",17
2014-09-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,7","0,0","16,7",05:50,"32,7",16:00,27.0,"3,1","7,8",14:30,"952,4",23,"949,9",17
2014-09-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,5","0,0","17,3",05:30,"33,7",14:50,28.0,"2,5","9,7",11:10,"953,3",10,"950,1",Varias
2014-09-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,0","0,0","17,9",06:00,"32,0",14:50,99.0,"2,5","8,3",14:30,"952,1",09,"948,8",18
2014-09-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,2","0,0","17,9",06:20,"28,6",Varias,26.0,"3,9","13,3",15:50,"951,3",23,"948,7",17
2014-09-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,4","0,0","16,7",02:20,"30,1",14:50,28.0,"2,5","6,9",13:10,"952,8",22,"950,7",17
2014-09-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,4","0,0","14,7",06:00,"32,0",14:30,22.0,"1,7","7,5",15:10,"953,3",10,"950,6",Varias
2014-09-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,8","0,0","14,7",04:00,"30,9",15:10,20.0,"3,1","15,3",12:50,"952,5",00,"949,1",16
2014-09-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,2","0,0","15,8",01:30,"28,6",16:50,24.0,"2,5","8,1",13:20,"954,1",23,"951,4",02
2014-09-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,4","0,0","16,1",06:20,"30,6",16:40,27.0,"1,7","7,8",15:10,"954,5",10,"951,8",Varias
2014-09-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,9","0,0","16,5",06:20,"31,3",15:20,26.0,"1,9","7,5",15:50,"954,9",10,"952,0",Varias
2014-09-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,2","0,0","16,5",06:00,"29,8",15:10,22.0,"3,3","10,6",20:20,"953,5",09,"950,0",Varias
2014-09-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,8","0,0","13,0",06:20,"28,6",16:40,22.0,"1,4","9,4",15:00,"952,7",10,"947,6",24
2014-09-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,7","1,0","15,2",02:10,"26,2",14:00,99.0,"6,7","15,3",14:50,"947,6",00,"943,9",16
2014-09-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,5","7,5","15,5",06:40,"23,5",10:30,20.0,"2,8","9,7",15:40,"947,6",22,"944,6",16
2014-09-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,4","5,1","14,4",06:00,"24,4",11:40,24.0,"3,3","11,1",13:00,"948,7",24,"946,6",04
2014-09-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,8","5,9","14,3",04:00,"21,2",16:30,18.0,"3,3","10,6",10:10,"952,5",22,"947,8",Varias
2014-09-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,4","0,0","15,2",06:50,"27,5",16:00,18.0,"1,7","5,8",17:00,"955,2",10,"951,7",02
2014-09-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,8","11,5","15,0",06:30,"26,7",13:30,15.0,"1,7","8,9",16:00,"955,2",11,"951,6",16
2014-09-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,4","0,5","12,8",05:50,"21,9",16:20,28.0,"1,4","6,1",14:00,"953,3",10,"950,9",15
2014-09-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,,,,,,,"3,3",,,,,,
2014-09-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","46,2","13,8",05:40,"24,2",15:40,36.0,"1,4","10,6",18:40,"954,2",Varias,"950,9",03
2014-09-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","0,0","13,1",06:00,"25,0",15:30,7.0,"1,1","6,4",12:40,"955,9",24,"953,2",17
2014-09-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,8","0,0","13,5",04:30,"26,2",14:20,3.0,"0,8","5,6",15:20,"957,8",10,"955,0",16
2014-09-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,4","24,0","15,5",04:30,"25,2",15:40,13.0,"1,7","11,1",17:10,"957,3",21,"953,7",16
2014-09-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,9","0,0","15,6",23:59,"24,2",15:30,21.0,"1,4","6,1",11:30,"958,1",23,"955,2",05
2014-09-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,7","0,0","13,1",06:00,"26,3",15:20,34.0,"1,9","5,0",16:10,"959,1",23,"956,9",19
2014-09-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,2","0,0","13,0",05:40,"25,5",15:20,4.0,"1,1","6,1",14:30,"959,6",09,"956,7",Varias
2014-10-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,1","0,0","16,0",04:00,"28,2",15:10,9.0,"1,4","6,1",11:40,"958,7",10,"956,4",15
2014-10-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,,,,,,,"1,7",,,,,,
2014-10-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,7","0,0","14,9",05:30,"28,5",14:20,34.0,"1,7","3,9",15:00,"958,5",08,"955,1",17
2014-10-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,6","0,0","14,1",06:00,"27,2",13:30,34.0,"2,5","6,7",12:50,"956,1",09,"953,6",15
2014-10-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,4","0,0","12,4",06:30,"26,3",15:50,24.0,"1,7","6,1",13:10,"954,2",00,"950,2",17
2014-10-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,0","0,0","10,3",06:40,"23,8",15:10,24.0,"2,5","6,7",12:10,"952,4",23,"950,1",16
2014-10-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,6","0,0","11,9",06:20,"25,4",15:30,29.0,"1,4","6,1",11:50,"952,9",09,"949,7",17
2014-10-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,2","0,0","12,2",05:40,"26,1",14:50,22.0,"2,5","8,3",11:40,"951,7",10,"949,0",16
2014-10-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","8,7","14,6",05:40,"23,3",13:40,20.0,"4,4","13,1",10:50,"951,8",Varias,"949,4",04
2014-10-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,7","13,0","15,1",23:00,"20,3",16:10,20.0,"2,8","8,1",18:40,"951,8",22,"948,5",05
2014-10-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,7","25,7","14,2",17:20,"23,2",14:00,22.0,"2,8","18,9",16:40,"951,4",00,"942,7",16
2014-10-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,0","1,1","12,5",05:20,"19,4",13:00,17.0,"4,7","12,2",11:00,"948,7",24,"944,3",00
2014-10-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,7","17,5","9,6",23:59,"17,8",13:50,30.0,"4,7","11,1",22:20,"951,2",Varias,"945,4",24
2014-10-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,4","0,1","9,6",00:10,"17,3",13:30,12.0,"4,2","11,4",00:20,"952,2",24,"942,7",01
2014-10-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,2","0,0","11,0",03:00,"19,4",16:10,22.0,"3,3","9,2",12:00,"954,0",23,"951,2",03
2014-10-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,2","0,0","13,8",23:59,"22,5",14:40,23.0,"2,5","7,2",14:30,"954,3",10,"952,7",03
2014-10-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,5","0,1","11,2",06:20,"25,8",14:40,19.0,"3,1","6,7",12:30,"955,3",11,"953,3",16
2014-10-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,9","0,0","12,2",05:50,"29,6",14:30,99.0,"2,2","5,8",Varias,"955,8",22,"953,9",Varias
2014-10-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,0","0,0","13,0",06:50,"29,0",14:00,13.0,"1,4","7,8",15:00,"956,0",Varias,"953,9",16
2014-10-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,4","0,0","12,6",03:00,"30,1",14:40,99.0,"1,9","3,9",Varias,"958,7",24,"955,1",03
2014-10-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,4","0,0","13,3",05:50,"29,6",15:00,11.0,"1,4","5,0",12:20,"963,4",22,"958,4",03
2014-10-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,2","0,0","14,8",06:00,"27,6",14:50,1.0,"2,2","5,3",14:10,"962,9",00,"959,5",16
2014-10-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,6","0,0","10,3",06:50,"25,0",15:30,99.0,"2,5","6,7",Varias,"960,2",00,"956,2",Varias
2014-10-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","0,0","11,9",05:50,"26,0",15:30,8.0,"2,2","7,8",12:30,"956,2",00,"952,6",16
2014-10-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,6","0,0","9,9",06:20,"27,4",14:50,11.0,"1,4","4,4",15:10,"956,8",23,"953,3",03
2014-10-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,2","0,0","11,0",05:40,"25,3",13:40,8.0,"0,6","4,2",01:00,"957,7",09,"955,5",Varias
2014-10-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,8","0,0","9,6",04:40,"26,1",14:10,22.0,"1,4","4,2",13:50,"956,8",09,"953,5",Varias
2014-10-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,0","0,0","9,9",06:30,"24,1",13:50,15.0,"2,2","6,4",11:50,"953,5",00,"950,2",17
2014-10-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,0","0,0","9,2",06:00,"26,9",13:50,11.0,"1,4","4,4",06:30,"955,0",24,"950,1",03
2014-10-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,1","0,0","10,4",07:10,"25,8",14:10,12.0,"1,9","5,8",13:00,"957,5",Varias,"954,7",03
2014-10-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,9","0,0","8,2",05:30,"25,6",14:30,13.0,"1,9","6,9",11:30,"958,3",10,"956,3",04
2014-11-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,8","0,0","8,9",07:10,"24,8",14:20,21.0,"0,3","3,6",13:30,"959,7",10,"957,3",Varias
2014-11-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,6","0,0","8,6",06:50,"22,7",13:30,29.0,"1,9","7,5",20:00,"957,3",00,"953,4",Varias
2014-11-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,3","13,4","9,3",05:50,"19,3",14:30,23.0,"5,0","14,2",23:50,"954,3",00,"941,1",24
2014-11-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,3","0,0","6,2",23:59,"14,4",01:00,22.0,"6,7","16,4",01:50,"944,8",24,"938,2",02
2014-11-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,0","3,8",06:50,"13,5",16:10,99.0,"3,6","7,5",Varias,"952,1",24,"944,6",02
2014-11-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,8","0,0","4,1",06:50,"15,6",13:40,30.0,"3,1","8,3",12:20,"955,4",23,"951,4",03
2014-11-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,8","1,7","11,1",23:59,"16,5",13:10,23.0,"4,2","10,3",12:50,"955,1",00,"952,2",14
2014-11-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,4","5,6","9,5",06:00,"15,2",14:20,23.0,"3,9","8,9",22:40,"954,0",08,"946,9",23
2014-11-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,0","0,0","4,7",23:59,"13,2",14:40,29.0,"4,4","9,4",12:30,"950,6",24,"946,5",04
2014-11-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,4","17,3","2,3",05:50,"14,6",14:20,19.0,"2,5","8,9",21:20,"951,6",10,"945,4",24
2014-11-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,8","11,3","8,3",06:20,"15,4",16:00,19.0,"5,3","12,5",08:50,"946,2",24,"938,6",07
2014-11-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,4","0,0","9,7",00:30,"17,0",13:20,26.0,"3,3","8,3",10:50,"951,6",22,"945,7",02
2014-11-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,2","17,7","11,3",00:10,"17,1",12:50,99.0,"3,9","12,5",Varias,"951,5",00,"944,5",24
2014-11-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,2","2,1","9,7",23:50,"16,7",13:20,21.0,"4,2","19,7",00:20,"948,0",24,"943,5",04
2014-11-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,7","0,2","6,7",07:10,"14,7",13:50,99.0,"3,6","10,8",Varias,"952,4",10,"948,0",00
2014-11-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,9","0,0","5,8",06:50,"14,0",15:00,29.0,"2,2","8,9",13:20,"954,0",11,"950,8",Varias
2014-11-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,1","0,1","5,6",23:59,"14,6",13:50,29.0,"2,8","8,6",11:10,"950,9",00,"948,2",Varias
2014-11-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,4","0,0","2,1",07:20,"16,6",15:00,99.0,"1,7","4,7",Varias,"950,1",22,"947,3",15
2014-11-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,0","0,0","8,2",00:30,"19,8",13:30,14.0,"3,3","8,1",12:20,"951,4",23,"948,2",Varias
2014-11-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,8","0,0","8,2",06:20,"21,5",12:40,12.0,"2,5","9,2",12:00,"951,2",00,"947,6",Varias
2014-11-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,8","0,0","6,8",06:40,"20,9",15:00,11.0,"1,4","4,7",16:00,"951,3",11,"949,0",16
2014-11-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,2","0,0","8,6",07:10,"19,7",14:50,16.0,"2,5","8,6",23:50,"950,8",00,"944,1",17
2014-11-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,3","2,5","10,9",23:59,"17,7",00:10,15.0,"1,4","9,7",02:40,"949,5",21,"945,0",01
2014-11-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,0","0,0","10,2",02:00,"19,8",14:50,12.0,"0,8","3,3",00:20,"954,0",23,"948,6",01
2014-11-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,6","0,2","10,4",01:20,"16,9",13:30,31.0,"1,4","6,9",15:40,"955,3",11,"953,1",Varias
2014-11-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,3","4,3","8,9",19:10,"15,7",13:20,17.0,"1,9","7,2",13:10,"953,2",00,"942,7",24
2014-11-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,0","7,4","8,5",06:40,"13,6",13:00,18.0,"5,6","12,8",18:40,"942,7",00,"926,2",24
2014-11-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,8","0,1","5,3",23:40,"14,2",13:20,13.0,"3,9","14,4",03:00,"928,6",24,"918,8",05
2014-11-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,1","2,5",06:50,"14,6",14:30,1.0,"2,2","5,8",10:40,"934,7",24,"928,2",Varias
2014-11-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,2","2,8",07:20,"14,5",14:10,29.0,"1,9","5,6",20:20,"941,0",23,"934,4",00
2014-12-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,9","0,0","7,0",23:50,"18,8",15:00,28.0,"3,1","10,6",19:30,"943,9",10,"940,4",01
2014-12-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,8","0,0","4,2",06:20,"15,5",14:10,2.0,"1,1","5,3",11:20,"948,3",11,"943,4",02
2014-12-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,3","4,2",04:30,"13,0",12:00,27.0,"1,4","6,1",21:10,"947,6",00,"943,7",15
2014-12-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,4","1,7","5,1",23:00,"11,7",15:10,32.0,"0,6","4,7",15:40,"953,2",24,"945,2",01
2014-12-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,6","0,2","2,0",23:59,"11,1",15:50,28.0,"1,1","4,4",12:10,"960,0",23,"952,8",01
2014-12-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"4,8","0,1","-0,7",07:50,"10,3",15:30,35.0,"1,7","5,3",14:40,"962,1",11,"959,6",00
2014-12-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"4,8","0,0","-1,1",07:40,"10,8",15:20,2.0,"1,1","5,8",10:40,"964,4",22,"960,4",01
2014-12-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,4","0,0","-1,5",07:20,"12,3",15:20,99.0,"1,7","4,4",Varias,"965,0",21,"963,0",Varias
2014-12-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,4","0,0","0,2",06:30,"10,6",13:00,34.0,"1,4","5,0",21:00,"965,8",23,"963,5",07
2014-12-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,5","0,0","-1,2",07:50,"14,2",14:20,36.0,"0,8","2,8",02:20,"965,4",10,"960,6",24
2014-12-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,7","0,0","-0,1",05:40,"13,5",13:40,26.0,"2,8","6,1",14:00,"960,6",00,"952,3",24
2014-12-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,3","5,4","8,0",02:00,"12,6",12:00,19.0,"5,6","19,2",16:50,"952,3",00,"944,7",15
2014-12-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,6","6,8",07:30,"10,4",12:30,15.0,"2,2","14,2",00:20,"950,5",23,"944,5",01
2014-12-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,4","0,0","5,4",08:00,"13,3",15:20,35.0,"3,6","7,8",13:00,"956,1",Varias,"949,8",00
2014-12-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,6","0,2","3,6",23:40,"11,5",15:20,99.0,"2,5","5,8",06:50,"958,4",23,"954,5",06
2014-12-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,2","0,4","0,8",06:00,"9,6",14:30,33.0,"1,1","4,2",15:00,"962,5",20,"957,9",02
2014-12-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,4","0,4","3,4",05:00,"7,5",15:30,34.0,"1,1","3,3",19:10,"964,3",23,"961,7",Varias
2014-12-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,9","0,4","0,5",07:00,"13,3",15:40,36.0,"1,1","3,3",17:50,"966,3",23,"963,7",04
2014-12-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"3,6","0,4","0,7",06:00,"6,6",14:40,1.0,"0,6","2,5",13:00,"967,8",11,"965,4",Varias
2014-12-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,4","0,0","1,4",07:50,"15,5",15:00,2.0,"0,6","3,3",04:30,"966,6",Varias,"963,8",Varias
2014-12-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,2","0,1","0,2",07:00,"14,1",14:30,4.0,"1,1","3,6",17:00,"965,6",11,"962,5",16
2014-12-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,8","0,2","0,5",07:40,"15,0",15:30,99.0,"1,1","2,8",Varias,"964,5",10,"961,8",15
2014-12-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,2","0,0","-0,4",06:40,"12,8",15:20,35.0,"1,4","4,2",15:30,"964,9",Varias,"962,6",05
2014-12-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,8","0,0","0,9",23:59,"10,6",15:40,99.0,"0,6","4,2",15:50,"966,7",11,"964,2",02
2014-12-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,6","0,1","-1,3",07:00,"12,4",14:50,5.0,"1,4","5,8",12:40,"967,4",11,"964,3",17
2014-12-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,6","0,0","0,6",08:10,"12,5",15:00,26.0,"1,9","6,7",21:50,"964,8",02,"958,0",24
2014-12-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,3","0,2","3,5",01:00,"13,1",14:10,28.0,"5,6","11,7",11:50,"958,5",23,"954,3",15
2014-12-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"2,6","0,0","-3,0",22:20,"8,3",13:50,88.0,"3,3","10,3",14:30,"968,7",22,"958,3",00
2014-12-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"2,2","0,0","-5,2",04:50,"9,6",15:30,88.0,"1,7","7,2",10:40,"968,3",00,"965,2",15
2014-12-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"3,4","0,0","-5,3",06:20,"12,0",14:30,88.0,"1,1","3,9",14:50,"967,9",10,"965,1",Varias
2015-01-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,2","0,0","-3,3",07:50,"13,7",15:30,88.0,"1,4","5,3",11:40,"970,8",Varias,"966,3",00
2015-01-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"5,4","0,0","-3,6",07:30,"14,5",16:00,88.0,"0,6","5,0",06:10,"972,9",10,"970,1",04
2015-01-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,3","0,0","-1,9",07:00,"16,5",15:50,88.0,"0,3","2,8",Varias,"973,4",10,"970,4",24
2015-01-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,6","0,0","-1,4",07:10,"16,7",13:40,88.0,"0,3","2,8",14:50,"970,5",00,"965,2",24
2015-01-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,0","-0,2",07:30,"17,3",14:50,88.0,"0,6","3,6",15:10,"965,2",00,"962,3",24
2015-01-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"4,7","0,1","-1,7",06:40,"11,1",14:30,88.0,"1,7","4,4",12:40,"963,3",23,"960,9",Varias
2015-01-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"3,8","0,1","-2,5",07:00,"10,0",16:10,88.0,"1,1","3,3",13:00,"967,3",24,"962,3",Varias
2015-01-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"4,4","0,1","-4,7",06:00,"13,5",15:30,88.0,"0,8","5,6",22:20,"974,5",23,"967,1",00
2015-01-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,3","0,0","-1,3",03:40,"17,9",13:40,88.0,"1,4","4,2",14:40,"976,3",09,"974,0",05
2015-01-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,9","0,0","-3,2",06:20,"17,0",16:00,88.0,"1,4","3,3",20:50,"974,6",00,"966,3",24
