fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
2015-07-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"29,6","0,0","22,0",05:00,"37,1",15:50,24.0,"5,0","13,3",14:20,"950,7",08,"947,6",17
2015-07-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,2","0,0","19,4",06:00,"35,0",15:40,26.0,"4,2","9,7",16:30,"949,6",10,"946,0",18
2015-07-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,0","0,0","20,0",23:59,"32,1",13:20,26.0,"4,4","12,5",15:30,"948,2",Varias,"943,9",16
2015-08-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,5","0,0","16,7",05:50,"34,3",15:30,36.0,"1,7","6,7",12:30,"950,6",09,"947,8",18
2015-08-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"29,4","0,0","21,2",05:30,"37,7",15:50,22.0,"2,2","12,2",16:10,"952,2",10,"949,9",Varias
2015-08-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"30,0","0,0","22,6",05:30,"37,5",15:00,21.0,"3,9","10,3",18:20,"953,6",23,"950,4",16
2015-08-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,4","0,0","19,9",05:30,"36,9",16:00,20.0,"1,7","6,7",00:10,"953,9",10,"950,0",19
2015-08-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,9","0,0","18,8",05:30,"39,0",16:10,25.0,"3,1","8,6",13:40,"952,4",10,"949,0",18
2015-08-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"30,4","0,0","20,9",06:00,"39,8",15:00,16.0,"2,8","10,3",13:00,"952,2",09,"949,8",15
2015-08-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"29,4",,"22,1",05:40,"36,8",14:20,32.0,"1,9","6,9",15:40,"953,3",21,"950,5",17
2015-08-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,"0,0",,,,,,,,,,,,
2015-08-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,2","0,0","20,4",05:50,"36,0",14:30,26.0,"4,2","10,8",13:00,"953,0",Varias,"949,5",16
2015-08-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,2","0,0","18,5",06:20,"36,0",15:20,24.0,"3,3","11,1",14:10,"956,3",Varias,"952,6",01
2015-08-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,7","0,0","14,9",05:50,"28,5",13:40,99.0,"5,3","10,8",Varias,"958,2",08,"954,9",18
2015-08-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,9","0,0","13,8",05:40,"28,0",16:00,30.0,"4,2","10,0",10:40,"955,5",10,"952,2",Varias
2015-08-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,2","0,0","15,2",06:00,"29,2",16:10,30.0,"3,9","11,7",15:30,"952,2",00,"950,3",17
2015-08-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,8","0,0","15,6",05:20,"30,0",15:20,28.0,"4,2","12,8",20:30,"951,9",00,"949,2",17
2015-08-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,7","0,0","18,0",05:50,"31,4",15:50,31.0,"3,3","7,8",16:40,"950,7",09,"947,6",18
2015-08-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,9","0,0","16,2",05:40,"33,6",14:50,3.0,"2,2","8,9",11:50,"950,8",Varias,"948,1",Varias
2015-08-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,1","0,0","16,8",05:50,"35,4",16:00,24.0,"1,7","5,8",13:50,"954,2",24,"950,7",00
2015-08-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,5","0,0","20,2",03:40,"36,8",15:40,21.0,"1,4","8,3",18:40,"956,9",10,"953,6",18
2015-08-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"28,9","0,0","22,1",04:00,"35,7",15:50,23.0,"3,3","9,2",17:30,"956,4",08,"952,4",Varias
2015-08-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,6","0,0","19,1",05:00,"32,0",15:20,24.0,"5,3","11,4",18:00,"953,9",00,"948,6",18
2015-08-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,8","0,0","17,1",04:40,"26,4",15:40,24.0,"5,0","12,2",15:50,"952,1",09,"949,5",Varias
2015-08-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,2","0,0","14,7",06:00,"25,7",15:40,28.0,"4,4","10,6",09:30,"954,8",24,"950,8",04
2015-08-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,6","0,0","12,9",05:50,"32,3",16:40,17.0,"1,1","5,8",11:30,"956,1",09,"952,1",18
2015-08-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,6","0,0","16,7",05:40,"34,6",15:10,32.0,"3,1","9,4",14:10,"954,2",10,"951,2",17
2015-08-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,6","0,0","17,3",06:00,"33,8",15:50,31.0,"2,2","12,8",16:50,"954,3",10,"951,6",16
2015-08-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,6","0,0","17,6",05:50,"37,6",16:10,20.0,"1,1","6,1",23:40,"954,2",10,"949,9",18
2015-08-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"29,2","0,0","20,5",06:20,"37,8",14:50,19.0,"2,5","9,7",18:40,"954,0",09,"950,2",18
2015-08-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"27,5","0,0","18,7",06:00,"36,3",12:40,19.0,"4,2","11,7",17:10,"952,8",24,"949,9",15
2015-08-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"26,0","0,0","19,9",04:40,"32,0",16:00,26.0,"2,5","6,9",15:10,"954,0",10,"950,4",19
2015-09-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"25,3","0,0","18,4",05:00,"32,2",13:40,24.0,"1,9","9,7",14:20,"954,0",09,"950,9",16
2015-09-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,6","0,0","15,6",06:00,"31,6",14:40,22.0,"2,8","8,1",14:10,"952,0",10,"948,9",19
2015-09-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,1","0,0","13,4",06:20,"26,8",15:20,22.0,"2,5","12,2",11:00,"952,2",09,"949,8",18
2015-09-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,0","0,0","15,7",06:00,"28,2",14:30,24.0,"3,1","10,3",14:30,"952,6",Varias,"949,8",16
2015-09-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,6","0,0","12,9",06:30,"28,3",12:50,20.0,"2,5","10,6",17:20,"955,6",24,"952,0",02
2015-09-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,8","1,8","11,5",05:40,"30,0",13:40,18.0,"2,5","6,4",17:40,"956,3",09,"953,7",17
2015-09-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,6","2,0","15,2",23:59,"27,9",13:20,21.0,"1,4","8,9",15:50,"956,6",10,"953,5",15
2015-09-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,4","0,0","12,9",05:50,"29,9",15:00,28.0,"1,9","6,7",16:10,"955,1",00,"951,6",18
2015-09-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,4","0,0","15,5",05:40,"31,2",14:50,26.0,"1,7","7,8",17:30,"954,1",10,"951,0",16
2015-09-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"24,2","0,0","16,3",03:30,"32,0",15:20,25.0,"3,3","11,4",13:50,"952,7",00,"949,1",Varias
2015-09-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,0","0,0","14,6",05:30,"31,3",15:00,20.0,"2,2","15,0",14:50,"951,2",09,"948,4",17
2015-09-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,0","0,0","15,8",05:30,"30,2",15:50,24.0,"2,8","11,4",15:10,"951,4",09,"948,8",16
2015-09-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,8","0,6","13,0",06:40,"26,5",15:30,99.0,"4,7","10,0",Varias,"952,3",24,"949,3",16
2015-09-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,9","0,0","12,4",06:30,"25,4",14:40,29.0,"2,2","11,4",01:20,"953,9",Varias,"950,5",19
2015-09-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","0,0","12,0",05:40,"26,1",14:40,24.0,"4,2","10,0",14:40,"951,2",00,"946,8",Varias
2015-09-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,6","2,0","14,5",23:59,"22,8",14:20,19.0,"7,2","15,3",13:30,"947,3",24,"942,8",17
2015-09-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,7","0,0","9,3",06:00,"22,1",14:40,34.0,"1,7","9,4",15:30,"953,5",23,"947,3",00
2015-09-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,0","0,0","8,5",06:30,"27,4",15:30,99.0,"1,9","7,2",Varias,"955,5",10,"952,4",16
2015-09-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,8","0,0","10,6",05:50,"31,0",16:00,7.0,"1,1","6,7",13:40,"958,2",Varias,"955,1",00
2015-09-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,0","0,0","14,5",05:20,"31,4",16:30,29.0,"1,4","6,1",14:30,"958,9",09,"955,4",18
2015-09-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"23,8","0,0","15,7",06:00,"32,0",15:40,26.0,"2,5","10,3",13:40,"956,0",10,"952,9",16
2015-09-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,2","0,0","14,5",05:50,"30,0",14:50,26.0,"4,2","9,4",13:20,"954,0",00,"950,4",17
2015-09-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,4","0,0","10,8",05:40,"29,9",16:00,29.0,"1,1","6,4",13:30,"953,2",10,"950,7",03
2015-09-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,2","0,0","12,3",06:00,"30,1",14:40,7.0,"1,1","6,1",10:20,"955,1",10,"952,5",Varias
2015-09-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,2","0,0","12,0",05:30,"30,5",14:50,27.0,"0,3","7,2",20:50,"955,6",Varias,"952,1",16
2015-09-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,2","0,0","12,9",06:40,"31,4",14:20,19.0,"1,9","9,7",15:20,"954,4",23,"951,8",15
2015-09-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"22,1","0,6","12,7",06:00,"31,5",13:20,25.0,"1,7","13,6",16:40,"955,5",23,"952,6",16
2015-09-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,4","0,0","15,3",22:30,"27,6",14:50,11.0,"1,7","9,7",20:00,"955,9",10,"952,9",16
2015-09-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,2","3,8","12,6",06:30,"25,7",15:20,24.0,"3,3","11,1",17:40,"954,1",01,"949,3",16
2015-09-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,8","0,0","10,2",05:40,"25,4",14:40,99.0,"1,4","4,7",Varias,"956,7",22,"951,8",Varias
2015-10-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,0","0,0","10,4",06:00,"27,5",14:20,99.0,"1,7","7,5",Varias,"959,1",10,"956,4",01
2015-10-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,6","0,0","14,1",06:20,"29,2",15:30,24.0,"3,6","13,3",13:50,"956,9",00,"951,4",17
2015-10-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"21,3","0,8","16,6",07:10,"26,0",13:10,25.0,"3,6","11,9",13:40,"954,8",23,"951,4",14
2015-10-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,,"0,5",,,,,22.0,"4,4","11,1",14:40,"957,5",21,"954,1",05
2015-10-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"20,0","0,0","18,0",03:30,"21,9",16:30,22.0,"6,1","12,8",15:40,"957,4",03,"952,2",24
2015-10-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,0","0,2","12,5",23:40,"23,4",12:30,23.0,"4,2","10,8",00:50,"955,1",Varias,"951,8",03
2015-10-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,8","0,0","9,8",05:50,"23,9",15:10,27.0,"1,9","6,4",15:10,"955,3",09,"951,9",24
2015-10-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,2","0,0","9,2",05:20,"25,2",14:50,30.0,"1,1","6,1",16:10,"952,5",10,"949,9",18
2015-10-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,6","0,0","8,4",06:00,"24,7",12:30,18.0,"2,2","7,8",14:50,"951,2",09,"948,3",16
2015-10-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,4","6,6","11,1",02:40,"21,7",12:50,99.0,"3,1","9,7",Varias,"949,2",00,"945,6",24
2015-10-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,4","0,8","13,7",06:40,"23,1",14:30,20.0,"3,1","10,0",22:10,"946,3",09,"944,1",Varias
2015-10-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,7","2,2","13,5",23:59,"21,9",15:00,99.0,"3,3","8,3",Varias,"949,6",24,"944,9",03
2015-10-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,0","0,0","12,4",04:20,"21,6",13:50,23.0,"2,5","6,4",15:40,"950,4",22,"948,3",15
2015-10-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,6","0,0","12,0",06:40,"23,2",14:20,31.0,"1,7","5,3",13:10,"950,6",23,"948,6",14
2015-10-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,8","0,0","8,9",06:50,"24,7",14:00,24.0,"1,4","5,0",16:00,"951,6",10,"949,4",16
2015-10-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,4","0,0","11,6",05:10,"25,2",14:20,14.0,"1,7","9,4",13:20,"951,8",09,"948,4",24
2015-10-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"19,2","5,0","13,6",02:40,"24,8",11:20,18.0,"5,8","13,9",11:20,"949,1",22,"945,9",05
2015-10-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,4","23,7","12,9",03:50,"20,0",12:10,18.0,"3,9","11,1",12:10,"948,8",Varias,"944,1",24
2015-10-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,6","0,1","13,1",06:50,"20,1",13:10,12.0,"3,3","8,1",16:20,"947,4",24,"944,0",02
2015-10-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"18,4","0,0","13,8",07:00,"22,9",16:10,8.0,"1,4","5,3",22:10,"953,3",24,"946,5",04
2015-10-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,4","0,0","9,9",23:40,"20,9",13:40,99.0,"3,1","8,1",05:50,"955,7",22,"952,9",00
2015-10-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,6","0,0","6,7",07:00,"22,5",14:10,35.0,"0,8","4,2",15:20,"958,2",10,"955,0",01
2015-10-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,4","0,0","8,9",06:50,"23,9",13:20,27.0,"1,4","4,7",15:30,"957,1",09,"953,9",24
2015-10-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,4","0,0","11,2",05:00,"21,7",14:50,24.0,"0,8","3,6",13:00,"955,9",22,"952,6",04
2015-10-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,6","0,7","10,0",05:50,"23,3",Varias,10.0,"2,2","6,1",14:50,"955,8",09,"952,1",24
2015-10-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,2",,"14,2",07:00,"20,3",14:40,22.0,"2,8","9,4",13:50,"952,1",00,"948,4",Varias
2015-10-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,4","0,0","11,0",22:50,"17,8",15:00,19.0,"3,6","10,8",04:20,"953,2",24,"947,4",05
2015-10-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,8","0,0","10,6",01:50,"16,9",15:20,26.0,"1,9","9,2",11:00,"957,4",22,"952,2",04
2015-10-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,7","0,0","8,1",06:20,"21,3",14:20,10.0,"1,7","6,1",06:00,"958,0",08,"954,3",24
2015-10-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,1","0,0","8,0",05:30,"24,2",15:00,17.0,"1,9","7,8",23:20,"955,0",10,"951,4",Varias
2015-10-31,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,1","0,0","10,6",23:40,"21,6",14:10,16.0,"4,2","9,2",08:50,"956,3",22,"952,0",00
2015-11-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,8","19,4","8,5",05:20,"23,2",13:10,12.0,"4,4","12,5",13:40,"955,8",00,"946,9",16
2015-11-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,8","5,8","9,4",06:00,"14,3",15:00,18.0,"4,2","11,7",Varias,"951,1",21,"946,7",07
2015-11-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,6","0,6","11,0",01:10,"18,1",15:00,17.0,"2,8","11,4",00:10,"958,6",22,"949,2",02
2015-11-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,8","0,0","12,3",00:50,"19,3",13:10,22.0,"3,3","8,1",10:50,"959,2",24,"956,8",15
2015-11-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,0","0,0","11,3",23:50,"20,7",15:50,10.0,"0,6","5,3",13:10,"961,5",22,"958,6",04
2015-11-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,8","0,0","9,8",06:50,"23,8",15:10,9.0,"1,1","3,9",12:00,"962,3",09,"960,3",15
2015-11-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"17,6","0,0","10,4",07:20,"24,9",14:30,14.0,"1,1","5,0",11:40,"962,3",09,"959,9",15
2015-11-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"16,7","0,0","8,2",06:40,"25,2",14:20,13.0,"2,2","8,3",11:20,"964,8",Varias,"960,7",Varias
2015-11-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,4","0,0","7,1",05:30,"23,8",15:30,31.0,"0,8","4,7",01:00,"967,5",11,"964,8",00
2015-11-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,8","0,0","6,4",05:00,"23,2",14:10,32.0,"1,1","3,1",13:10,"965,6",00,"962,0",Varias
2015-11-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"15,0",,"6,6",05:40,"23,5",15:10,1.0,"1,4","3,9",18:00,"962,2",10,"959,3",Varias
2015-11-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,6","0,0","6,1",05:50,"23,2",15:10,24.0,"1,1","3,9",12:30,"961,8",24,"959,0",05
2015-11-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"13,9","0,0","6,6",05:00,"21,2",14:40,34.0,"1,1","3,6",15:10,"965,3",23,"961,7",Varias
2015-11-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,6","0,0","4,6",07:00,"20,5",15:40,33.0,"1,1","4,2",11:30,"966,3",10,"963,0",23
2015-11-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,0","0,0","4,4",05:00,"19,7",14:30,7.0,"1,4","3,6",12:30,"963,1",00,"959,2",18
2015-11-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,0","0,0","5,3",06:50,"18,8",14:30,25.0,"1,4","5,0",15:00,"961,0",10,"958,7",17
2015-11-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,9","0,2","3,8",06:00,"18,0",15:10,33.0,"1,1","3,9",13:40,"962,7",21,"959,9",02
2015-11-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,2","0,1","3,3",05:00,"19,2",15:40,32.0,"0,6","4,2",12:00,"963,8",09,"961,8",01
2015-11-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,3","0,0","3,4",05:20,"21,2",15:30,32.0,"1,4","3,6",13:00,"966,4",24,"963,0",03
2015-11-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"14,3","0,0","6,0",07:00,"22,6",14:50,30.0,"1,4","4,4",14:00,"967,2",11,"961,5",24
2015-11-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,5","0,0","4,0",23:59,"17,0",12:50,31.0,"6,9","14,2",15:20,"961,5",00,"950,3",14
2015-11-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,0","0,0","0,2",04:50,"11,7",14:40,27.0,"3,3","7,5",16:20,"954,8",00,"949,9",Varias
2015-11-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,0","0,0","0,0",06:00,"12,0",13:30,3.0,"3,3","10,0",10:20,"960,8",24,"950,4",03
2015-11-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"6,2","0,0","-0,7",06:40,"13,1",14:10,32.0,"1,1","7,2",15:40,"963,9",23,"960,4",01
2015-11-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,4","0,0","2,6",00:30,"16,1",14:10,28.0,"3,1","7,8",15:00,"963,7",00,"959,7",24
2015-11-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,7","0,0","2,7",06:10,"16,7",14:50,28.0,"1,9","6,7",04:20,"959,7",00,"954,8",24
2015-11-27,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,2","0,0","2,5",05:50,"17,8",14:50,33.0,"1,1","5,0",16:30,"955,1",Varias,"952,4",15
2015-11-28,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,0","0,0","2,3",05:50,"17,7",14:00,8.0,"1,4","6,4",12:40,"963,1",24,"954,7",02
2015-11-29,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,9","0,0","0,4",07:00,"17,4",15:00,10.0,"1,9","3,9",12:10,"968,2",24,"962,9",00
2015-11-30,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,0","-1,4",07:00,"18,7",15:00,99.0,"0,6","3,6",Varias,"969,2",10,"966,4",15
2015-12-01,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,2","0,0","0,5",07:10,"17,9",15:00,36.0,"1,1","3,6",12:10,"967,2",01,"964,4",15
2015-12-02,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,6","0,0","3,9",01:10,"19,2",15:00,31.0,"0,3","3,1",14:10,"966,1",10,"963,4",15
2015-12-03,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,1","0,0","2,6",07:00,"19,6",14:40,8.0,"1,1","3,6",14:50,"966,4",24,"963,4",15
2015-12-04,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,9","0,0","3,2",Varias,"20,6",15:20,34.0,"0,3","4,2",03:40,"968,6",10,"965,9",02
2015-12-05,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,6","0,0","4,2",06:40,"21,1",14:40,35.0,"1,1","3,9",05:30,"967,3",00,"963,6",Varias
2015-12-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,8","0,0","2,1",08:00,"19,5",15:00,99.0,"1,7","4,7",Varias,"963,7",00,"961,4",16
2015-12-07,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,0","0,1","3,2",05:00,"14,8",13:20,11.0,"1,9","6,1",12:20,"965,7",23,"962,5",01
2015-12-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,1","0,0","6,0",07:40,"18,2",13:30,34.0,"1,1","3,6",18:10,"968,2",22,"964,7",01
2015-12-09,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,0",,"3,8",04:40,"16,3",14:40,6.0,"1,4","4,2",14:30,"969,1",10,"966,4",Varias
2015-12-10,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,0","0,0","4,7",07:50,"17,4",15:10,99.0,"0,8","3,6",Varias,"967,5",10,"964,8",15
2015-12-11,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,8","0,0","2,6",02:30,"16,9",14:50,4.0,"1,1","4,4",14:30,"966,6",10,"962,6",24
2015-12-12,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,7","0,0","2,3",06:00,"15,1",13:00,7.0,"0,8","3,9",14:00,"962,7",00,"958,9",Varias
2015-12-13,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"10,8","0,2","6,5",05:40,"15,1",13:00,20.0,"2,8","6,7",12:10,"958,9",00,"956,3",15
2015-12-14,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,8",,"7,8",00:20,"15,8",14:00,22.0,"2,8","7,5",12:50,"960,9",24,"956,0",05
2015-12-15,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,6","0,0","4,9",08:00,"20,4",14:40,23.0,"1,9","5,8",13:40,"966,5",Varias,"960,4",01
2015-12-16,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,6","0,0","3,1",07:40,"20,1",15:00,9.0,"1,7","4,2",00:30,"967,5",10,"963,9",18
2015-12-17,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,4","0,0","4,1",05:30,"20,6",15:00,25.0,"1,1","5,3",14:00,"965,4",11,"963,3",15
2015-12-18,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,4","0,0","3,3",07:30,"21,6",14:30,11.0,"0,8","3,3",19:00,"965,6",10,"962,9",14
2015-12-19,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"12,8","0,0","3,3",07:40,"22,4",13:50,22.0,"1,4","4,7",14:30,"963,1",00,"958,3",18
2015-12-20,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"11,1",,"5,4",07:50,"16,8",12:10,27.0,"3,9","10,3",12:30,"963,6",23,"957,8",06
2015-12-21,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,5","0,2","3,0",23:40,"16,0",16:00,34.0,"1,1","3,6",08:50,"967,7",23,"963,4",00
2015-12-22,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,2","0,0","0,5",07:50,"18,0",15:30,99.0,"1,1","3,6",13:50,"967,9",10,"965,3",16
2015-12-23,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,4","0,0","0,1",08:00,"16,6",12:50,32.0,"1,4","4,4",13:00,"965,9",10,"962,4",Varias
2015-12-24,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"9,4","0,0","3,2",23:10,"15,7",13:30,24.0,"1,9","5,8",11:40,"965,6",22,"962,4",01
2015-12-25,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"7,4","0,1","-0,8",06:30,"15,6",15:00,5.0,"1,4","4,2",14:20,"966,8",10,"964,3",15
2015-12-26,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,"8,6","0,0","-0,4",06:50,"17,6",14:50,17.0,"2,5","5,3",13:20,"966,8",11,"963,7",24
